Comment Date,Comment,Likes,Author,Replies,Label,Unnamed: 0
2024-05-06T07:46:19Z,كل من أجبروه على أخد اللقاح بسبب العمل أو بنك أو سفر وكان مضطرا فأجره على الله ؤ هاد المجرم حسبه الله ونعم الوكيل ولعنة الله عليه,1.0,@explanations__programs9700,0.0,negative,
2024-05-06T07:43:02Z,أقسم بالله هاد الكلب ما ملقح...المهم دابا كايتهرب باش مايتحملش المسؤولية بغسيل الأدمغة لعنة الله عليك,0.0,@explanations__programs9700,0.0,negative,
2024-05-06T07:41:00Z,لا حول ولا قوة الا بالله الشركة المصنعة تعترف  وانت تنكر😮😢 ماهدا الوجه,1.0,@user-th4zc6jz2b,0.0,negative,
2024-05-06T07:19:33Z,انا اخدت اللقاح عندي اعراض جانبية خطيرة القلب والكليسترون والشراين والطغط تبعت النظام الغذائي الصحي,0.0,@Keltoumdiyafi,0.0,neutre,
2024-05-06T07:07:48Z,اسي الوزير الأب ديالي خدا اللقاح  و ياريت ماخداه بعد شهر  توفى بانسداد الشرايين الله يرحمه ويرحم جميع الاموات . دعيناكم لله هو ل قادر عليكم,1.0,@houdanour9369,0.0,negative,
2024-05-06T07:03:45Z,معالي الوزير منذ لقاحي ضظ الكوفيد وصحتي تتدهور .,0.0,@ouafaesbiti5612,0.0,neutre,
2024-05-06T06:59:34Z,أبي مات رحمه الله تعالى حيت بمجرد أن أخذ اللقاح مرض وبقي على هذه الحالة أسبوعين حتى إختنق ومات بأعراض غريبة أقسم بالله العظيم,0.0,@explanations__programs9700,0.0,neutre,
2024-05-06T04:15:52Z,من منكم لم يرى في السنتين الأخيرين تكاثر الجنائز في كل حي بموت الفجأة والسكتات القلبية؟ من منكم من ليس له فرد في العائلة صحته متدهورة وهو شاب في مقتبل العمر؟,9.0,@sharukhanien,2.0,neutre,
2024-05-06T03:04:20Z,الاختصاصيين أكدوا هذه الأعراض الخطيرة...,1.0,@abdeslambouch9704,0.0,neutre,
2024-05-06T02:42:53Z,"الله ياخد فيكم الحق 
استعبدتم و قهرتم و استغليتم الشعب و ارغمتموه على التلقيح او الموت جوعا . 
دفعتم الشعب للتلقيح او التهميش و العيش هو و عاءلته تحت الموت البطيء جراء الجوع 
حسبنا الله و نعم الوكيل 
الله ياخد فيكم الحق",0.0,@AbdsamadAbdelkarim-lc3yb,0.0,negative,
2024-05-06T00:20:41Z,الباراسيتامول أولد القحبة ما فرضهوش على بنادم و بزز و إلا ميقديش أغراضو نكذبو عينينا و مجموعة ديال الخبراء و الشركة المصنعة و نتيقوك نتا,0.0,@medamine2667,0.0,,
2024-05-05T23:32:50Z,لاحول ولاقوة إلا بالله العلي العظيم اللهم أرينا عجائب قدرتك فيهم عاجلا غير اجل يارب العالمين 🤲🏻,0.0,@hananerachid1684,0.0,negative,
2024-05-05T22:34:24Z,لي صنعوا اعتارفو والطبالة ما زال كيدافعوا على المسمار!!!!!,6.0,@aziztar2717,0.0,negative,
2024-05-05T22:15:38Z,بوخنونة كذاب ولا يفقه حتى في الدوى لحمر,0.0,@user-se2ny9nv5u,0.0,negative,
2024-05-05T22:10:54Z,للتذكير استرازنيكا ديال النم 😊,0.0,@hassanzineeddine9805,0.0,,
2024-05-05T22:09:03Z,منسمحوش ليك امصخوط الوالدين اقتلتو ليا ميمتي و احرمتوني الله يحرمكم من اولادكم ميمتي دارت اللقاح من بعد اسبوع ماتت الشكوي الله بيكم,0.0,@hassanzineeddine9805,0.0,negative,
2024-05-05T22:02:04Z,و العجب المصنع براسو كيعترف بأضرار اللقاح تجينا أنت تgولينا العكس المسؤول المغربي معمرو يعترف و دائما على صواب باش يتهربو من المسؤولية و زيرو تعويض.,1.0,@hammoudi1936,1.0,negative,
2024-05-05T22:01:00Z,واش الي صنعو اليقاح اعترفو بالضرر اديالو ونتى جاي ابوزمارا اتبارار الذارار,1.0,@ilyassiliass9018,0.0,,
2024-05-05T21:56:03Z,جميع الناس لي خداو اللقاح لحضو بأن الصحة ديالهم مبقاتش كيف الأول التعب والعياء ندما بزاف مني خديناه وباقي غتبان خطورة ديالو مع الوقت,1.0,@rachidabdl3170,1.0,neutre,
2024-05-05T21:50:54Z,اجي الحمار الوحشي والله لا سكت ليك فهادي باغي دوخ المغاربة .... المشكل لقاح اول حاجة لعبتوا فيه ginettekemen من واخد طاير لي المشكيلة في بلازما ديالووا لي كان عبرة في عهد رسول الله صلى الله عليه وسلم وتاني حاجة تختر دم لي ولاة قلب او صمامات القلب يعمل كتيرا لي دخ دم فيه يعني سكتة قلبية مفاجئة او تالت حاجة جلطات دماغية مفاجئة بسبب لقاح متشخن بي مترسبات المعدنية لان المواطن المغريي انتضر 5 سنوات قادمة ستكون كاريتة ...نعلة الله عليك يا لكداب,0.0,@zohirtoti976,0.0,negative,
2024-05-05T21:48:38Z,ايها الناس لو تاخر المغرب في تلقيح ابناس لكان لكم راي اخر ،لو توفي قريب او اقارب من نفس العاءلة لادركتم الفاءدة ،لقد مرة اازمة وانتم على قيد الحياة ،التجربة كانت حتمية ولم تقتصر على اشخاص معينين كان الامر عشواءي تلقح كل فءاتالشعوب .,0.0,@-santeethabitudes8389,0.0,,
2024-05-05T21:47:55Z,سبحان الله الشركة المصنعة تقول ان هناك أعراض والسيد الوخر يقول لا يوجد أعراض حسبنا الله ونعم الوكيل فيك في القريب العاجل.,1.0,@rayanjalal4256,1.0,negative,
2024-05-05T21:39:09Z,لقاح خطير جدا,0.0,@AdamMusicRec,0.0,negative,
2024-05-05T20:59:07Z,عمتي كانت تتمتع بصحة جيدة توفيت بعد أقل من شهر من الجرعة الثانية بسكتة قلبية,2.0,@abdouali9255,0.0,negative,
2024-05-05T20:50:04Z,لعبتم بالشعب. الحمد لله لم اتيق يوما في الدولة .,1.0,@jobaplus6640,0.0,negative,
2024-05-05T17:27:59Z,ما عمر السمسار   ديرو  مسؤول   ايبيع  واليديه ماشي  الشعب  الله   يفضحكم   ويمسخكم,0.0,@rahmaniramdan8017,0.0,negative,
2024-05-05T16:10:45Z,ناس ماتو اولد العاهرة,0.0,@amaltissir63,0.0,negative,
2024-05-05T15:42:22Z,ههه الشركة تعترف وهو ينفي، لا حول ولا قوة إلا بالله العلي العظيم,2.0,@abdounouayti5023,0.0,negative,
2024-05-05T14:45:24Z,الشركة الام صاحبة التلقيح تقول ان له عواقب خطيرة على صحة الانسان وانتم تكدبون الخبر.....,2.0,@user-be4sq8mo6r,0.0,negative,
2024-05-05T14:38:44Z,هاذ الإنسان يحاول تبريء الوزارة من مسؤوليتها لأنها هي التي حثت المغاربة على اعتماد لقاح استرازينيكا للحماية من وباء كورونا.,6.0,@zarroukaziz8009,0.0,neutre,
2024-05-05T13:00:50Z,انا كنعاني من ضعف النظر من نهار درت تلقيح انا صحتي لور لور,0.0,@user-qy5kd2vm6i,0.0,neutre,
2024-05-05T11:24:07Z,كنت بصحتي بخير عمرني ماشكيت بشي مرض عمري 38 سنة نهار عملت الحقنة وأنا صحتي متدهورة وليت غير مريض سخفة المعدة القلب لكلاوي دعيتكوم غير الله الله ياخد فيكم الحق وكلت عليكم الله,11.0,@zohayrlhani9185,5.0,negative,
2024-05-05T09:57:45Z,""" دعوه فإنه مأمور....ههههه """,1.0,@abdelait1284,1.0,negative,
2024-05-05T09:56:13Z,"هههههه إذا لم تستحي فافعل ما شئت و قل ما شئت أيضا 

الشركة المصنعة للقاح تقر و تعترف بوجود أعراض جانبية خطيرة و السيد البهلوان ينفي!!!؟؟؟؟",0.0,@abdelait1284,0.0,negative,
2024-05-05T08:23:27Z,الله ينتقم منكم ملي خدينا هاد المرض وحنا صحتنا تهلكات,7.0,@fabenmaben8022,0.0,negative,
2024-05-05T07:52:07Z,"طالبي قال علاش استازينيكا خرجات تقول هكذا ههههههه خسو تبقا ساكته هدوك ااناس تحكمهم الديمقراطية 
ماشي بحالنا القمع
نحن تقتنا بيكم انعدمت",1.0,@bouchramansuri1167,0.0,negative,
2024-05-05T06:47:38Z,يجب متابعة كل من كان سببا في اخد هاذا السم,0.0,@AAAA-ck2vb,1.0,negative,
2024-05-05T05:48:58Z,كذاب  لاتثقوا فيه. الشركة نفسها اعترفت بوجود اعراض جانبية. وهناك من رفع دعوة قضائية ضدها من أجل التعويض.,5.0,@samkim6671,0.0,negative,
2024-05-05T05:44:05Z,علاه هاد اللقاح تم تجريبه باش نقولو عندو ولا معندوش اعراض جانبية..ياك دكيتوه لعيباد الله مباشرة يعني جربتوه فالناس راه عاد بدات تبان الاعراض و المصيبة كان اجباريا,1.0,@ayoubmonti853,0.0,negative,
2024-05-05T04:07:42Z,اللهم صل وسلم وبارك على سيدنا محمد وعلى اله وصحبه اجمعين رضينا بالله ربا وبالاسلام دينا وبمحمد صلى الله عليه وسلم نبيا و رسولا ♥️🇲🇦🥇♥️💌🇲🇦,2.0,@user-df5np7ts3t,0.0,,
2024-05-05T04:05:40Z,نحن جد فخورين بم قدمه صاحب الجلالة الملك محمد السادس نصره الله من مشاريع ضخمة في جميع أنحاء المغرب جزاه الله خير الجزاء 💌💌💌 الله الوطن الملك 🇲🇦🥇💌🇲🇦,1.0,@user-df5np7ts3t,1.0,positive,
2024-05-05T02:16:17Z,بعد الجرعة الأولى من لقاح أسترازينيكا بدأت أشعر بنقص غريب في الطاقة الجسمانية عند الإستيقاظ من النوم مع فشل عام لا زلت أعاني منه إلى حد اليوم,5.0,@Paradise-xt9oy,1.0,,
2024-05-05T00:58:24Z,أنصح كل من عمل اللقاح أن يعمل حجامة وبإذن الله لا يضر .,3.0,@razanrazan2784,3.0,neutre,
2024-05-05T00:34:23Z,"اصبت بجلطة في اصابع اليد وارتفاع دقة القلب وارتفاع الضغط وخمول وهبوط عام في الصحة الى حد مكنتش تنقدر نوض من الفراش لمدة9 اشهر وعياء وتسارع دقة القلب عند اقل مجهود وانسداد المعي الغليظ والان اعاني من ثقل شديد في الأرجل وانقطاع النفس عند النوم
د",1.0,@larkemmd1528,1.0,neutre,
2024-05-04T22:44:43Z,كضحك حتاش كلكم مملقحينش حتى الوزراء دولة ماسونية ليخد فيكم الحق,1.0,@user-gx2il4fm4i,0.0,negative,
2024-05-04T22:44:37Z,الاثار الجانبيه لم نكن على علم بها و لم يكن اي احد يتكلم عنه.,0.0,@samirabat8021,0.0,neutre,
2024-05-04T22:28:21Z,كان لدي صديق لم اشاهد مثله في الصحة  اخد جميع اللقاحات الخاصة بكوفيد ......مات رحمه الله آخر كلامه هو كلمة التلقيح اخويا .,17.0,@user-du2tq5ot6e,3.0,neutre,
2024-05-04T21:36:13Z,والايني راكم ولاد الفحاب,1.0,@Al_hlali,0.0,,
2024-05-04T21:03:34Z,"من نهار درت تلقيح  مشات ليا حاسة الشم دبا عام ونصف مشات بي المرة ،😡😡😡  دير تلقيح تسافر  دير تلقيح باش متخلصش غرامة لكنتي سايق ونهار لي حكمات علينا الوقت درتها  عمر البراج طلبو مني جواز تلقيح .
كين ناس تشلو 
فراه كين ناس مداروش تلقيح وعايشين بخير 
اقسم بالله منهار درنا تلقيح ولا يضرنا القلب بحال لي حاطين عليك حجرة والله متقدر تنعس على جنبك ليسر 
رجليك وليتي تعيا   الراس يضرك كنا بخير خرجتو علينا الله ياخد فيكم الحق",8.0,@user-px1gd2bm7e,1.0,negative,
2024-05-04T20:56:53Z,بغن نركب غير عل الحمار غير اكون عندي طبيب أتعليم البس شحج زوين أل تشهت نشىريه أهدك تقدم الحضار خلينه لكم,0.0,@abdomastr521,0.0,,
2024-05-04T20:53:30Z,الله ياخد فيكم الحق,1.0,@user-ee5kq8ul9r,0.0,negative,
2024-05-04T20:51:48Z,"وزراء الصحة ومنظمة العار العالمية والإعلام ساهموا بشكل كبير في نشر الخوف والهلع والرعب من الوباء كي يقبل الناس على اللقاح الذي كان وبالا على البشرية وليس وقاية وامان كما يدعي الأطباء والباحثون
عشرات الآلاف من البشر ممن تلقوا اللقاح اصيبوا بالعمى وتقلص عضلات القلب والجلطات وغيرها من الأمراض التي ما كانوا يشعرون بها قبل تلقي اللقاح",5.0,@user-iy7bh6sk9o,0.0,neutre,
2024-05-04T20:44:25Z,او شن تقول لكي موت فدارو بالمواعيد الطويل الله يخد فكم الحق يالقتال كتكرفس عل المرضى والمستشفيات الهزيل شوف وخ تكون عندك طيجفي او الطاق الشمسي والبني التحتي وماجورهما امعندكش الصحة المستشفيات دات جود عالي أتعليم ممتاز معدك والو أبوعز 0000000000,1.0,@abdomastr521,0.0,negative,
2024-05-04T20:36:09Z,هذا اعرفو في اللقاحات  رآه  سمع رآه  ميعرف والو,1.0,@chafikradi2298,0.0,negative,
2024-05-04T20:34:10Z,نعلة الله على ضاليمين,0.0,@chafikradi2298,0.0,negative,
2024-05-04T20:32:57Z,هاد,0.0,@chafikradi2298,0.0,,
2024-05-04T20:26:54Z,عند ربكم تختصمون،اجبرتم العباد ومنعتم واطلقتم دعايات....,16.0,@hichamassab,2.0,negative,
2024-05-04T19:04:59Z,درناه وندمنا الله ياخد فيكم الحق. من نهار درت اللقاح وصحتي في تدهور. لي عندو شي طريقة كيفاش نتبثو تأثير اللقاح انا مستعد نرفع دعوة قضائية على وزارة الصحة وكذلك شركة استرازينيكا. شي مختص فالقانون ينورنا شنو الإجراءات لي خاصني ندير,18.0,@user-rq6xi2mm6c,3.0,negative,
2024-05-04T19:02:34Z,حنا عمر شي وزارة تقول ليك اه بصح درنا غلاط 😂😂,1.0,@Almgharibia,0.0,negative,
2024-05-04T18:46:44Z,ماشي مميتة حيت مادݣيتيخاش اولد القحبة,1.0,@bouzityassin2999,0.0,,
2024-05-04T18:38:15Z,ليست مميتة لكنها تعيشكا تتألم طول عمرك ربما الموت ارحم منها,8.0,@update33,0.0,neutre,
2024-05-04T18:34:00Z,خاص الناس لتصابو باعراض يرفعون شكاوا بالمحاكم ضد الوزير لانه ارغمهم على اخد اللقاح كانو مرغمون,13.0,@FatahElfek,0.0,negative,
2024-05-04T18:32:17Z,نصدقو الوزير ونكدبو صناع التلقيح راه مسؤول امام الله على كل مغربي تعرض للموت او الإعاقة ربي كبير نتمناو من الله يخلصو فالدنيا قبل الاخرة,21.0,@FatahElfek,3.0,negative,
2024-05-04T18:28:24Z,كذاب . القاح خرج دون ضمانات صحية وهناك عدة حالات اصيبة باعراض خطيرة مباشرة بعد تلقي التلقيح الذي تبث انه ليس له اصلا مقاومة للكوفيد,1.0,@casagermany4565,0.0,negative,
2024-05-04T18:23:09Z,اطباء غربيين فضحو تصاعد امراض القلب وانسداد الشرايين حتى عند الفئات العمرية الشابة . بعد اخد اللقاحات السامة .,17.0,@fillfinish7302,0.0,negative,
2024-05-04T18:19:50Z,السلام عليكم .كاين اعراض ولكن غير مميتة ..❤❤❤ لي كانت مميتة اصحابها الله يرحمهم,3.0,@dnidenabdallah4887,0.0,negative,
2024-05-04T18:04:46Z,خاص الوزير أرشد الناس لي تضررو من اللقاح منين اقضرو اياخدو التعويضات التي تناهز الملايير ماشي اتنصل من المسؤولية,17.0,@Greenworks-xi4mj,1.0,negative,
2024-05-04T16:59:59Z,ليس مميتا ولكن خرج على الناس، في الدول الأخرى كان إختياري أما في المغرب أصبح إداري مجلبتيش ما نعطيكش شهادة السكنى فأصبحنا مرغمين,16.0,@saidokba4131,1.0,negative,
2024-05-04T16:53:16Z,انا درت استرازينيكا  والحمد لله لم احس بشي بصح هاد اللقاح كان للناس الكبار ماشي للشباب,0.0,@spetses111,1.0,neutre,
2024-05-04T16:52:11Z,بزاف في العالم داروه..اصلا هو لي كان مطلوب ولكن لبعض الأعمار..,0.0,@spetses111,0.0,neutre,
2024-05-04T16:46:17Z,ا لله رب العرش العظيم يعطيكم الصحة والسلامة الله هو الشافي و المعافي,2.0,@nour-eddinekhouyi2760,0.0,positive,
2024-05-04T16:23:29Z,"الحمد لله لم أضع هذا السم في جسمي .
لكن السيد الوزير : هؤلاء و ان كانوا اقلية من سيعوضهم ؟و من سيعيد لهم صحتهم ؟",4.0,@finsiif7785,3.0,neutre,
2024-05-04T15:53:51Z,خرجتوا علي ناس,1.0,@HasanDafiri-tr3oj,0.0,negative,
